date,TR GERMANY GVT ZERO 10Y - ZERO YIELD,TR FRANCE GVT ZERO 10Y - ZERO YIELD,TR ITALY GVT ZERO 10Y - ZERO YIELD,TR AUSTRIA GVT ZERO 10Y - ZERO YIELD,TR BELGIUM GVT ZERO 10Y - ZERO YIELD,TR GREECE GVT ZERO 10Y - ZERO YIELD,TR IRELAND GVT ZERO 10Y - ZERO YIELD,TR NETHERLANDS GVT ZERO 10Y - ZERO YIELD,TR PORTUGAL GVT ZERO 10Y - ZERO YIELD,TR FINLAND GVT ZERO 10Y - ZERO YIELD,TR LITHUANIA GVT ZERO 10Y - ZERO YIELD,TR MALTA GVT ZERO 10Y - ZERO YIELD,TR SLOVAKIA GVT ZERO 10Y - ZERO YIELD,TR SPAIN GVT ZERO 10Y - ZERO YIELD,CBOE SPX VOLATILITY VIX (NEW) - PRICE INDEX,VSTOXX VOLATILITY INDEX - PRICE INDEX,EURIBOR 1 MONTH (ACT/365) - OFFERED RATE,S&P IRELAND BMI - PRICE INDEX,S&P GERMANY BMI - PRICE INDEX,S&P FRANCE BMI - PRICE INDEX,S&P NETHERLANDS BMI - PRICE INDEX,S&P PORTUGAL BMI - PRICE INDEX,S&P ITALY BMI - PRICE INDEX,S&P GREECE BMI - PRICE INDEX,S&P SPAIN BMI - PRICE INDEX,S&P AUSTRIA BMI - PRICE INDEX,BD GDP CONA,FR GDP (CON) CONA,GR GDP CONA,IR GDP (METHO BREAK Q1 2002) CONN,IR GNP CONN,IT GDP CONA,NL GDP CONA,ES CHAIN-TYPE QTY INDEX OF GDP (CONSTANT) VOLA,ES CHAIN-TYPE QTY INDEX OF GDP (CONSTANT) VOLN,REPUBLIC OF ITALY SNR CR 5Y E - CDS PREM. MID,FEDERAL REP GERMANY SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF PORTUGAL SNR CR 5Y E - CDS PREM. MID,KINGDOM OF SPAIN SNR CR 5Y E - CDS PREM. MID,IRELAND SNR CR 5Y E - CDS PREM. MID,HELLENIC REPUBLIC SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF AUSTRIA SNR CR 5Y E - CDS PREM. MID,KINGDOM OF BELGIUM SNR CR 5Y E - CDS PREM. MID,FRENCH REPUBLIC SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF CYPRUS SNR CR 5Y E - CDS PREM. MID,KINGDOM OF NL SNR CR 5Y E - CDS PREM. MID,GREECE SEN 5YR CDS - CDS PREM. MID,REPUBLIC OF ITALY SNR CR 5Y E - CDS PREM. MID,FEDERAL REP GERMANY SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF PORTUGAL SNR CR 5Y E - CDS PREM. MID,KINGDOM OF SPAIN SNR CR 5Y E - CDS PREM. MID,IRELAND SNR CR 5Y E - CDS PREM. MID,HELLENIC REPUBLIC SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF AUSTRIA SNR CR 5Y E - CDS PREM. MID,"BANCO SANTANDER, SA SNR CR 5Y E - CDS PREM. MID",KINGDOM OF BELGIUM SNR CR 5Y E - CDS PREM. MID,FRENCH REPUBLIC SNR CR 5Y E - CDS PREM. MID,KINGDOM OF SWEDEN SNR CR 5Y E - CDS PREM. MID,UK AND NI SNR CR 5Y E - CDS PREM. MID,US DEPT OF TRSY SNR CR 5Y E - CDS PREM. MID,KINGDOM OF DENMARK SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF CYPRUS SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF ICELAND SNR CR 5Y E - CDS PREM. MID,KINGDOM OF NL SNR CR 5Y E - CDS PREM. MID
20/11/2012,1.5163,2.2777,5.0793,1.9495,2.4882,16.6704,5.2171,1.7948,8.6054,1.8092,4.5121,4.2963,3.0852,6.148,15.08,18.77,0.1085,263.6,306.18,239.11,291.39,58.49,163.2,34.65,395.07,202.81,0,0,0,0,0,0,0,0,0,223.23,15.654,488.9209,260.886,142.43,14904.36,24.99699,47.161,48.64999,918.1418,20.575,NA,223.23,15.654,488.9209,260.886,142.43,14904.36,24.99699,326.4729,47.161,48.64999,12.933,25.89,34.517,21.26199,918.1418,192.645,20.575
21/11/2012,1.5368,2.3086,5.0747,1.9829,2.5088,16.3062,5.0731,1.818,8.3168,1.8356,4.4561,4.3135,3.0524,6.059,15.31,17.85,0.1085,264.41,306.9,240.16,291.57,58.87,164.49,35.13,396.53,201.88,0,0,0,0,0,0,0,0,0,213.72,14.28,476.2798,249.51,140.28,14904.36,24.40999,46.64,47.23999,918.48,20.32999,NA,213.72,14.28,476.2798,249.51,140.28,14904.36,24.40999,322.95,46.64,47.23999,12.93,25.90999,34.53,21.25,918.48,192.69,20.32999
22/11/2012,1.5363,2.3134,5.0365,1.9839,2.5048,15.9165,5.0659,1.8133,8.35,1.8199,4.5115,4.3172,3.062,5.9829,15.31,17.44,0.1085,265.2,309.53,241.75,293.42,58.98,166.1,35.83,399.94,203.76,0,0,0,0,0,0,0,0,0,211.363,14.255,469.9048,246.831,138.819,14904.36,24.15399,44.23399,46.00299,929.0298,21.13599,NA,211.363,14.255,469.9048,246.831,138.819,14904.36,24.15399,319.4719,44.23399,46.00299,15.043,25.89,34.54199,20.77199,929.0298,192.686,21.13599
23/11/2012,1.5387,2.2966,5.014,1.978,2.4665,16.0768,5.0279,1.8136,8.3998,1.8245,4.5941,4.3094,3.0578,5.9437,15.14,17.75,0.1085,266.05,312.02,243.77,296.92,59.03,166.94,35.68,401.85,206.15,0,0,0,0,0,0,0,0,0,211.379,14.263,469.9639,246.806,138.809,14904.36,23.879,44.25699,45.655,929.2908,20.853,NA,211.379,14.263,469.9639,246.806,138.809,14904.36,23.879,320.5139,44.25699,45.655,15.046,25.88899,34.058,20.799,929.2908,192.704,20.853
26/11/2012,1.509,2.2741,5.0122,1.9637,2.4508,16.0906,5.0775,1.7786,8.5485,1.7924,4.5166,4.303,3.0076,5.9541,15.5,18.5,0.1085,265.14,311.4,241.93,296.57,58.68,165.69,35.64,400.17,206.37,0,0,0,0,0,0,0,0,0,208.019,14.361,467.5579,245.17,139.535,14904.36,24.045,44.78899,45.396,930.1438,21.02199,NA,208.019,14.361,467.5579,245.17,139.535,14904.36,24.045,323.137,44.78899,45.396,12.46,25.89699,34.09299,20.59,930.1438,192.802,21.02199
27/11/2012,1.5325,2.253,4.9885,1.945,2.413,15.8018,5.1013,1.787,8.1722,1.8037,4.5041,4.3141,2.9817,5.8589,15.92,17.7,0.1085,266.1,313.27,242.14,299.02,58.25,165.27,35.41,399.68,208.21,0,0,0,0,0,0,0,0,0,202.58,14.28,459.7798,239.64,140.03,14904.36,23.21999,44.43999,45.12999,928.7698,21.01999,NA,202.58,14.28,459.7798,239.64,140.03,14904.36,23.21999,318.0498,44.43999,45.12999,14.65,25.89,34.09999,20.34999,928.7698,192.36,21.01999
28/11/2012,1.4699,2.1769,4.8583,1.8598,2.3583,15.981,5.0619,1.7208,8.1042,1.7356,4.4476,4.2786,2.976,5.6609,15.51,17.26,0.1085,267.1,313.58,243.01,300.28,58,165.08,34.34,398.22,208.02,0,0,0,0,0,0,0,0,0,196.937,14.287,459.9338,225.958,138.985,14904.36,23.239,44.14799,44.67799,898.6809,20.25299,NA,196.937,14.287,459.9338,225.958,138.985,14904.36,23.239,320.6279,44.14799,44.67799,14.65,25.85999,38.534,20.35999,898.6809,192.325,20.25299
29/11/2012,1.4698,2.1659,4.8285,1.8583,2.3347,15.8704,5.0333,1.7193,7.9822,1.7401,4.589,4.2487,2.9447,5.6635,15.06,16.49,0.1136,271.09,316.23,246.46,302.95,58.44,169.56,34.11,405.24,211.47,0,0,0,0,0,0,0,0,0,191.961,14.162,445.9429,221.084,137.123,14904.36,22.57399,39.209,42.575,888.9368,19.97099,NA,191.961,14.162,445.9429,221.084,137.123,14904.36,22.57399,310.5088,39.209,42.575,14.65,25.88799,37.07999,20.35899,888.9368,192.391,19.97099
30/11/2012,1.4787,2.1677,4.7593,1.8601,2.322,15.729,5.0604,1.7263,8.0431,1.7492,4.5301,4.2473,2.905,5.6187,15.87,16.55,0.1146,269.26,316.57,245.96,301.55,58.41,168.81,33.63,403.76,211.87,0,0,0,0,0,0,0,0,0,193.15,14.17,435.0898,223.47,136.77,14904.36,22.64,45.28999,42.10999,869.0898,20.20999,NA,193.15,14.17,435.0898,223.47,136.77,14904.36,22.64,302.0098,45.28999,42.10999,17.85999,25.87,36.59999,20.35999,869.0898,189.88,20.20999
03/12/2012,1.5066,2.1764,4.7107,1.8939,2.3234,14.2667,5.0059,1.7487,7.8729,1.7716,4.5818,4.2436,2.9783,5.5443,16.64,17.31,0.1146,269.14,317.62,246.45,302.68,58.62,169.37,34.17,401.68,212.09,0,0,0,0,0,0,0,0,0,184.525,14.212,400.2388,212.697,134.412,14904.36,22.61699,43.37999,41.64,837.3369,20.20499,NA,184.525,14.212,400.2388,212.697,134.412,14904.36,22.61699,294.553,43.37999,41.64,17.866,25.88399,36.146,19.905,837.3369,188.518,20.20499
04/12/2012,1.4883,2.1531,4.6926,1.8914,2.3093,14.6504,5.0161,1.7289,7.9242,1.7507,4.5899,4.2493,2.9313,5.5356,17.12,17.28,0.1146,269.68,317.38,247.18,302.78,58.82,171.05,33.73,402.65,211.49,0,0,0,0,0,0,0,0,0,185.233,14.23,407.4158,214.613,134.949,14904.36,21.65999,41.48499,41.67699,827.21,20.70299,NA,185.233,14.23,407.4158,214.613,134.949,14904.36,21.65999,287.98,41.48499,41.67699,17.866,25.88499,36.15199,19.91199,827.21,188.52,20.70299
05/12/2012,1.4335,2.1243,4.7346,1.8537,2.2928,14.8927,5.0444,1.6807,7.814,1.6961,4.4519,4.2541,2.9125,5.6743,16.46,17.39,0.1146,270.57,318.18,247.81,304.05,60.01,170.07,34.12,401.77,213.31,0,0,0,0,0,0,0,0,0,188.4,14.43,410.6399,224.75,137.88,14904.36,21.65999,42.53999,41.95,827.1799,20.71999,NA,188.4,14.43,410.6399,224.75,137.88,14904.36,21.65999,288.5398,42.53999,41.95,17.866,25.87999,35.65999,19.90999,827.1799,188.53,20.71999
06/12/2012,1.3946,2.1159,4.8597,1.8613,2.2748,14.7435,5.1945,1.6436,7.8725,1.6961,4.5227,4.2369,2.9056,5.7414,16.58,16.99,0.1136,274.27,321.48,248.54,306.24,60.28,168.99,34.67,403.55,215.25,0,0,0,0,0,0,0,0,0,198.97,14.9,414.0498,233.37,142.78,14904.36,21.65999,41.48999,42.25999,827.3999,20.73,NA,198.97,14.9,414.0498,233.37,142.78,14904.36,21.65999,289.5798,41.48999,42.25999,17.85999,26.73,35.67999,19.90999,827.3999,188.56,20.73
07/12/2012,1.3985,2.0887,4.8307,1.8174,2.2541,14.4186,5.2552,1.6533,7.8751,1.6749,4.3923,4.165,2.8904,5.7308,15.9,17.2,0.1125,274.77,320.82,248.97,307.38,60.84,167.96,34.7,400.34,214.23,0,0,0,0,0,0,0,0,0,205.925,15.583,418.6138,236.945,154.851,14904.36,22.48599,39.655,44.103,827.1138,21.24699,NA,205.925,15.583,418.6138,236.945,154.851,14904.36,22.48599,295.584,39.655,44.103,17.866,28.41599,36.17799,21.87,827.1138,188.585,21.24699
10/12/2012,1.4063,2.0855,5.0887,1.8128,2.2704,13.6418,5.3145,1.6572,7.9165,1.6778,4.3863,4.1666,2.9198,5.8247,16.05,17.4,0.1115,274.54,321.25,249.32,306.87,60.41,164.43,34.96,397.53,214.69,0,0,0,0,0,0,0,0,0,231.13,16.09399,435.323,247.287,162.306,14904.36,22.98199,40.189,46.30899,827.4438,21.99599,NA,231.13,16.09399,435.323,247.287,162.306,14904.36,22.98199,305.7158,40.189,46.30899,17.866,28.422,36.21999,21.90799,827.4438,188.636,21.99599
11/12/2012,1.4235,2.0938,5.0306,1.8392,2.2754,12.8168,5.4145,1.6646,7.8162,1.6843,4.5946,4.1878,2.918,5.7314,15.57,17.03,0.1115,275.91,323.78,251.63,307.81,61.64,166.71,35.72,403.38,216.21,0,0,0,0,0,0,0,0,0,232.211,17.06099,432.2869,238.123,164.262,14904.36,23.459,40.674,45.661,827.74,22.491,NA,232.211,17.06099,432.2869,238.123,164.262,14904.36,23.459,295.2178,40.674,45.661,17.86699,28.42499,36.23199,21.86499,827.74,188.671,22.491
12/12/2012,1.4402,2.1084,4.9458,1.8366,2.283,12.921,5.2932,1.6724,7.7414,1.685,4.4225,4.2197,2.8935,5.6349,15.95,17.05,0.1115,275.6,324.69,251.62,307.72,62.2,168.64,35.81,406.57,217.08,0,0,0,0,0,0,0,0,0,219.842,17.06499,422.6768,231.885,164.287,14904.36,23.45699,40.715,45.674,828.0989,22.754,NA,219.842,17.06499,422.6768,231.885,164.287,14904.36,23.45699,293.1948,40.715,45.674,11.589,28.418,36.24599,20.42699,828.0989,188.66,22.754
13/12/2012,1.4521,2.1113,4.7915,1.8326,2.2833,12.689,5.2933,1.6772,7.5487,1.6918,4.3845,4.2197,2.9115,5.6696,16.56,16.95,0.1115,274.41,323.29,251.34,307.25,62.87,169.68,35.17,408.26,217.99,0,0,0,0,0,0,0,0,0,221.09,17.06898,405.293,234.131,164.322,14904.36,23.44499,40.73599,45.69398,828.4849,22.75999,NA,221.09,17.06898,405.293,234.131,164.322,14904.36,23.44499,288.1689,40.73599,45.69398,11.595,28.41599,36.25999,20.435,828.4849,186.433,22.75999
14/12/2012,1.4541,2.108,4.8774,1.8287,2.2715,12.6907,5.2926,1.6773,7.4496,1.6907,4.4653,4.2155,2.9136,5.6528,17,16.48,0.1115,274.05,323.94,251.3,307.94,63.11,170.16,35.12,408.62,217.6,0,0,0,0,0,0,0,0,0,221.48,18.778,397.5618,231.872,164.383,14904.36,24.17799,42.7,47.62,800.5388,23.23,NA,221.48,18.778,397.5618,231.872,164.383,14904.36,24.17799,288.189,42.7,47.62,13.706,28.42999,36.27199,20.44499,800.5388,186.471,23.23
17/12/2012,1.4672,2.14,4.7111,1.8699,2.2949,12.6778,5.2957,1.7045,7.4836,1.712,4.4651,4.2141,2.8947,5.7089,16.34,16.46,0.1115,272.9,324.18,251.02,306.41,63.28,171.07,34.32,408.68,217.99,0,0,0,0,0,0,0,0,0,219.007,18.79399,390.4678,230.394,164.444,14904.36,24.20999,42.80299,47.66199,801.2458,23.24899,NA,219.007,18.79399,390.4678,230.394,164.444,14904.36,24.20999,283.2058,42.80299,47.66199,12.669,28.42999,36.30499,21.96399,801.2458,186.515,23.24899
18/12/2012,1.5176,2.1804,4.7414,1.8945,2.3197,12.5374,5.2817,1.7545,7.4662,1.7585,4.4648,4.2257,2.9173,5.6004,15.57,15.86,0.1115,274.31,326.17,251.66,306.53,63.96,172.54,34.19,414.9,221.2,0,0,0,0,0,0,0,0,0,213.382,18.797,384.1218,224.896,160.575,14904.36,24.196,42.81999,47.946,801.324,22.88399,NA,213.382,18.797,384.1218,224.896,160.575,14904.36,24.196,278.189,42.81999,47.946,15.331,28.42999,35.825,21.98,801.324,186.596,22.88399
19/12/2012,1.5254,2.1441,4.6824,1.8952,2.2408,11.1558,5.2206,1.7448,7.3494,1.7568,4.4259,4.1942,2.9244,5.5645,17.36,15.65,0.1115,278.93,326.9,252.78,308.58,64.49,174.44,35.84,419.71,223.34,0,0,0,0,0,0,0,0,0,207.358,19.049,384.147,221.778,159.777,14904.36,24.20999,42.85799,47.69499,801.6538,22.89099,NA,207.358,19.049,384.147,221.778,159.777,14904.36,24.20999,275.6479,42.85799,47.69499,10.062,30.96799,35.83499,21.995,801.6538,186.612,22.89099
20/12/2012,1.5206,2.1303,4.7197,1.8551,2.1853,11.4419,5.1938,1.7187,7.3342,1.7379,4.4893,4.1841,2.8885,5.5283,17.67,15.76,0.1115,279.9,327.03,252.76,309.77,64.8,175.07,35.71,419.95,221.88,0,0,0,0,0,0,0,0,0,209.448,18.75299,387.2058,222.055,160.44,14904.36,23.78899,41.823,47.72499,801.6758,22.86699,NA,209.448,18.75299,387.2058,222.055,160.44,14904.36,23.78899,273.6919,41.823,47.72499,10.776,30.96799,34.879,21.28499,801.6758,178.142,22.86699
21/12/2012,1.4834,2.12,4.7738,1.856,2.195,11.6164,5.1858,1.6852,7.3177,1.6911,4.4981,4.1635,2.894,5.5492,17.84,17.89,0.1115,280.38,325.49,252.21,307.51,64.16,174.41,36.28,421.54,221.04,0,0,0,0,0,0,0,0,0,215.3,18.7,384.23,226.97,161.42,14904.36,24.06999,41.67999,47.71999,977.1599,22.79999,NA,215.3,18.7,384.23,226.97,161.42,14904.36,24.06999,267.2798,41.67999,47.71999,10.74,30.96799,35.37,20.59999,977.1599,178.24,22.79999
24/12/2012,1.4834,2.1198,4.7738,1.856,2.1912,11.6164,5.0878,1.6974,7.2585,1.6911,4.4981,4.1635,2.894,5.5496,18.59,17.89,0.1115,278.12,325.49,251.51,307.76,64.35,174.45,36.23,421.64,221.06,0,0,0,0,0,0,0,0,0,215.248,18.72499,384.375,226.88,161.496,14904.36,24.09599,41.76199,47.769,977.8599,22.82199,NA,215.248,18.72499,384.375,226.88,161.496,14904.36,24.09599,267.3459,41.76199,47.769,13.046,32.66199,35.411,20.633,977.8599,178.33,22.82199
25/12/2012,1.4834,2.1198,4.7738,1.856,2.1912,11.6164,5.0878,1.7002,7.2585,1.6911,4.4981,4.1635,2.894,5.5496,18.59,17.89,0.1115,278.12,325.49,251.51,307.76,64.35,174.45,36.23,421.64,221.07,0,0,0,0,0,0,0,0,0,215.27,18.73,384.4199,226.9,161.52,14904.36,24.09999,41.78,47.78499,978.1199,22.82999,NA,215.27,18.73,384.4199,226.9,161.52,14904.36,24.09999,267.3599,41.78,47.78499,13.04,32.66199,35.42299,20.64,978.1199,178.41,22.82999
26/12/2012,1.4834,2.1198,4.7738,1.856,2.1912,11.6164,5.0878,1.7027,7.2585,1.6911,4.4981,4.1635,2.894,5.5496,19.48,17.89,0.1115,278.12,325.49,251.51,307.76,64.35,174.45,36.22,421.64,221.08,0,0,0,0,0,0,0,0,0,215.306,18.737,384.459,226.925,161.546,14904.36,24.10599,41.814,47.799,978.3879,22.836,NA,215.306,18.737,384.459,226.925,161.546,14904.36,24.10599,267.3889,41.814,47.799,13.053,32.66199,35.43399,20.64999,978.3879,178.44,22.836
27/12/2012,1.4229,2.1165,4.8171,1.854,2.1911,11.6965,5.1605,1.6237,7.2846,1.6287,4.4977,4.1484,2.9029,5.5765,19.47,18.23,0.1125,279.03,326.16,253.07,307.31,64.21,175.23,36.72,421.53,221.81,0,0,0,0,0,0,0,0,0,221.28,19.48,387.4099,231.09,176.54,14904.36,24.37999,41.84,48.62,1026.93,23.32999,NA,221.28,19.48,387.4099,231.09,176.54,14904.36,24.37999,268.9199,41.84,48.62,13.47,35.18999,34.95,21.64999,1026.93,178.42,23.32999
28/12/2012,1.4008,2.125,4.7837,1.8465,2.1868,11.6939,5.1604,1.6068,7.3165,1.6081,4.4594,4.1172,2.8349,5.5545,22.72,21.35,0.1105,278.84,324.71,249.66,305.26,63.77,173.93,36.06,414.6,220.54,0,0,0,0,0,0,0,0,0,231.48,19.73,392.3198,234.24,170.23,14904.36,24.68999,41.89,48.89999,1027.39,23.34,NA,231.48,19.73,392.3198,234.24,170.23,14904.36,24.68999,273.9199,41.89,48.89999,10.79,35.15999,35.45,22.14999,1027.39,178.4,23.34
31/12/2012,1.4008,2.1336,4.7803,1.8465,2.1974,11.6134,5.2625,1.6155,7.29,1.6081,4.4152,4.1172,2.9135,5.5616,18.02,21.35,0.1105,280.53,324.71,250.97,306.54,63.7,173.96,36.27,416.92,220.54,0,0,0,0,0,0,0,0,0,231.608,19.752,392.4619,234.348,170.334,14904.36,24.69699,41.96199,48.95099,1027.95,23.364,NA,231.608,19.752,392.4619,234.348,170.334,14904.36,24.69699,273.9788,41.96199,48.95099,10.79,35.17599,35.491,22.183,1027.95,178.446,23.364
01/01/2013,1.4008,2.1336,4.7803,1.8465,2.1974,11.6134,5.2625,1.6196,7.29,1.6081,4.4152,4.1172,2.9135,5.5616,18.02,21.35,0.1105,280.53,324.71,250.97,306.54,63.7,173.96,36.27,416.92,220.54,0,0,0,0,0,0,0,0,0,231.64,19.75,392.5098,234.37,170.36,14904.36,24.68999,41.98,48.95999,1028.21,23.37,NA,231.64,19.75,392.5098,234.37,170.36,14904.36,24.68999,273.99,41.98,48.95999,10.79,35.17,35.5,22.18999,1028.21,178.48,23.37
02/01/2013,1.5515,2.2293,4.5898,1.9468,2.292,11.432,5.1628,1.7476,6.8649,1.7431,4.4649,4.1172,2.9051,5.3383,14.68,18.36,0.1105,286.55,331.63,257.08,313.36,65.55,180.3,37.66,430.61,227.05,0,0,0,0,0,0,0,0,0,209.552,19.689,356.8879,216.404,157.64,14904.36,24.13899,42.01099,48.17499,1005.242,23.37799,NA,209.552,19.689,356.8879,216.404,157.64,14904.36,24.13899,261.5569,42.01099,48.17499,10.79,34.336,34.047,22.19899,1005.242,178.511,23.37799
03/01/2013,1.5833,2.265,4.5737,1.998,2.372,11.2116,5.1683,1.8088,6.6956,1.8024,4.4956,4.1008,2.937,5.3318,14.56,17.54,0.1105,287.44,330.97,256.49,313.81,66.14,180.6,38.08,429.89,228.01,0,0,0,0,0,0,0,0,0,201.561,20.241,345.3828,208.485,155.486,14904.36,24.418,40.11499,47.92999,1005.925,23.66699,NA,201.561,20.241,345.3828,208.485,155.486,14904.36,24.418,254.987,40.11499,47.92999,10.501,34.32999,35.07799,21.42,1005.925,178.534,23.66699
04/01/2013,1.6578,2.2882,4.5904,2.0208,2.4112,11.1139,5.0774,1.8725,6.5454,1.868,4.5122,4.1057,2.9132,5.3867,13.83,16.07,0.1115,288.57,331.82,257.07,314.64,66.17,181.26,39.13,432.17,228.02,0,0,0,0,0,0,0,0,0,196.487,20.46399,329.2568,204.48,155.909,14904.36,24.35399,40.28699,47.45399,968.959,23.66399,NA,196.487,20.46399,329.2568,204.48,155.909,14904.36,24.35399,254.967,40.28699,47.45399,10.488,35.237,37.65099,20.90199,968.959,175.694,23.66399
07/01/2013,1.6291,2.2559,4.6608,1.9949,2.3985,11.1065,5.1263,1.8408,6.5636,1.8334,4.4149,4.1099,2.917,5.4375,13.79,16.82,0.1115,288.57,330.03,255.72,314.8,66.16,180.79,39.21,431.83,228.17,0,0,0,0,0,0,0,0,0,193.918,20.83499,327.97,202.102,150.589,14904.36,25.23999,39.92899,45.19199,955.9988,23.67899,NA,193.918,20.83499,327.97,202.102,150.589,14904.36,25.23999,248.858,39.92899,45.19199,17.021,36.02699,40.13799,20.448,955.9988,172.742,23.67899
08/01/2013,1.5977,2.2495,4.6083,1.9684,2.3904,11.139,5.0654,1.804,6.6203,1.7963,4.4682,4.104,2.8491,5.4036,13.62,16.9,0.1115,288.79,328.66,255.72,313.24,66.14,181.43,39.58,433.47,228.27,0,0,0,0,0,0,0,0,0,195.19,21.23599,328.0398,206.838,152.562,14904.36,25.24799,40.60599,45.20799,977.084,23.933,NA,195.19,21.23599,328.0398,206.838,152.562,14904.36,25.24799,247.396,40.60599,45.20799,17.01999,36.02499,40.63699,20.931,977.084,172.76,23.933
09/01/2013,1.5913,2.2489,4.6053,1.9516,2.3776,11.5298,5.0581,1.7941,6.7035,1.7885,4.5013,4.0966,2.8537,5.4773,13.81,16.15,0.1115,288.17,330.02,256.5,314.93,68.13,185.45,39.47,441.84,229.64,0,0,0,0,0,0,0,0,0,196.634,21.286,344.5508,209.805,154.809,14904.36,25.51299,40.59499,45.851,1010.097,24.43399,NA,196.634,21.286,344.5508,209.805,154.809,14904.36,25.51299,251.483,40.59499,45.851,17.01999,36.019,41.14899,20.946,1010.097,172.77,24.43399
10/01/2013,1.6728,2.289,4.5112,1.9951,2.393,11.5817,5.0526,1.8762,6.4396,1.8707,4.5097,4.0827,2.9266,5.2699,13.49,16.12,0.1115,287.51,329.65,255.49,315.67,69.18,186.79,39.51,442.84,228.42,0,0,0,0,0,0,0,0,0,187.928,22.627,330.1599,202.056,150.012,14904.36,25.98599,40.823,45.00699,1049.795,24.76599,NA,187.928,22.627,330.1599,202.056,150.012,14904.36,25.98599,246.406,40.823,45.00699,17.01999,36.019,40.66699,20.96199,1049.795,172.808,24.76599
11/01/2013,1.6959,2.302,4.478,2.019,2.383,11.6596,4.9387,1.8909,6.3336,1.8872,4.469,4.0707,2.9207,5.2542,13.36,15.57,0.1125,285.88,330.11,255.75,315.14,69.5,187.18,39.15,445.41,227.59,0,0,0,0,0,0,0,0,0,183.089,21.42799,325.292,197.917,148.118,14904.36,25.407,40.76399,45.09799,1050.748,24.515,NA,183.089,21.42799,325.292,197.917,148.118,14904.36,25.407,246.395,40.76399,45.09799,17.021,37.724,41.19899,20.95999,1050.748,172.845,24.515
14/01/2013,1.6621,2.2933,4.5447,1.9914,2.3742,11.5865,4.9789,1.856,6.4997,1.8607,4.517,4.0572,2.8967,5.3987,13.52,15.7,0.1136,284.43,330.54,256.13,312.24,69.79,186.11,38.71,444.31,226.63,0,0,0,0,0,0,0,0,0,191.74,20.93999,331.4399,207.21,146.58,14904.36,25.79999,41.09,45.23999,1052.47,24.70999,NA,191.74,20.93999,331.4399,207.21,146.58,14904.36,25.79999,250.12,41.09,45.23999,17.00999,37.68999,41.67999,20.98999,1052.47,172.85,24.70999
15/01/2013,1.6144,2.2677,4.5582,1.9939,2.3506,11.6111,4.9797,1.8157,6.4491,1.8087,4.4694,4.0228,2.9862,5.3844,13.55,15.97,0.1136,283.87,328.37,255.38,312.46,69.52,187,37.99,444.28,225.67,0,0,0,0,0,0,0,0,0,192.62,20.92999,335.45,210.66,146.81,14904.36,24.81,43.98999,47.81,1088.03,25.71999,NA,192.62,20.92999,335.45,210.66,146.81,14904.36,24.81,261.6799,43.98999,47.81,17.01999,38.56,43.67,21.5,1088.03,175.23,25.71999
16/01/2013,1.6184,2.2824,4.5273,1.9899,2.3799,11.5826,4.9587,1.8283,6.5835,1.8209,4.447,3.9978,2.9434,5.4041,13.42,16.15,0.1125,284.71,329.12,255.97,314.09,69.16,185.76,38.15,443.82,225.77,0,0,0,0,0,0,0,0,0,194.62,20.95999,340.21,211.85,148.41,14904.36,24.78999,44.00999,48.29999,1088.17,25.71999,NA,194.62,20.95999,340.21,211.85,148.41,14904.36,24.78999,257.6199,44.00999,48.29999,17.01999,38.56,44.17,21.50999,1088.17,174.4,25.71999
17/01/2013,1.6579,2.3273,4.52,2.0668,2.4383,11.2884,4.9245,1.8609,6.4623,1.8554,4.4675,3.9855,3.0297,5.4946,13.57,15.91,0.1136,286.36,331.19,258.5,316.45,70.37,188.33,38.13,445.87,227.87,0,0,0,0,0,0,0,0,0,185.5,20.71999,337.5298,205.73,147.29,14904.36,24.48,44.00999,48.06,1089.17,25.71999,NA,185.5,20.71999,337.5298,205.73,147.29,14904.36,24.48,252.65,44.00999,48.06,16.17,38.56,44.17999,21.03,1089.17,171.94,25.71999
18/01/2013,1.6022,2.2688,4.501,2.0133,2.4,10.9788,4.8351,1.8126,6.3626,1.8016,4.4696,4.0078,2.9808,5.437,12.46,15.88,0.1136,286.04,330.14,258.49,315.54,70.64,188.13,38.59,444.63,227.16,0,0,0,0,0,0,0,0,0,190.07,20.70999,337.2998,206.26,142.98,14904.36,25.75,45.06,48.09,1084.28,26.21999,NA,190.07,20.70999,337.2998,206.26,142.98,14904.36,25.75,252.55,45.06,48.09,16.17,38.56999,44.20999,21.03,1084.28,172,26.21999
